,2019q2,2018q4,2019q3,2019q4
ProceedsFromSalesOfInterestHeldInAssociatesAndJointVentures,,,,67000000.0
ProceedsFromSaleAndMaturityOfTradingSecuritiesHeldforinvestment,,,,4981000.0
CashReceiptsFromRepaymentOfAdvancesAndLoansMadeToOtherPartiesClassifiedAsInvestingActivities,,,,1128000000.0
DividendsReceived,,,,
ProceedsFromShortTermCapitalLeaseObligations,,,,154000.0
RedemptionOfInvestmentSecuritiesAvailableForSale,,,,0.0
AcquisitionOfInvestmentsInFinancialInstruments,,,,48326000000.0
ProceedsFromSalesOrMaturityOfFinancialInstrumentsClassifiedAsInvestingActivities,,,,35779000000.0
ShareIssuanceCosts,,,,0.0
InterestReceivedClassifiedAsInvestingActivities,,,,1256000000.0
PaymentsForRegistrationStatementCosts,,,,1300.0
InvestmentInRelatedParties,,,,0.0
PaymentsForCapitalLeases,,,,1897.0
IssuanceOfNonConvertibleNotes,,,,4609660000.0
PurchaseOfOtherLongtermAssetsClassifiedAsInvestingActivities,,,,
RepurchaseOfNonconvertibleNotes,,,,56356000.0
RepaymentsOfFinanceLeaseObligations,,,,103618.0
NotePayableUsedToPayForExpenses,,,,36500.0
CashAdvancesAndLoansMadeToRelatedParties,,,,666000000.0
BorrowingsObtainedFromRelatedParties,,,,7138000.0
LoandGranted,,,,-196000000.0
LoansGranted1,,,,196000000.0
IncreaseDecreaseInPrepaidInventory,,,,-903458.0
ProceedsFromSalesOfBiologicalAssets,,,,144000000.0
SharesReturnedToPayEmployeeTaxesUnderRestrictedStockProgram,,,,5000.0
IncreaseDecreaseInMarketableSecurities,,,,410094.0
ProceedsFromGrantors,,,,0.0
PaymentsOfLeaseLiabilitiesClassifiedAsFinancingActivities,,,,12330000.0
ProceedsFromSaleOfOtherPropertyPlantAndEquipment,,,,0.0
OtherAdjustmentsForWhichCashEffectsAreInvestingOrFinancingCashFlow,,,,0.0
AdvancedProceedsFromSalesOfFarmlands,,,,146000000.0
IncreaseDecreaseInContractWithCustomerLiability1,,,,0.0
CapitalizedPatentCost,,,,0.0
ProceedsFromLiquidationOfAssociate,,,,20000000.0
SharesPaidForTaxWithholdingForShareBasedCompensation,,,,14.0
AdjustmentsForIncreaseDecreaseInDepositsFromCustomers,,,,0.0
ProceedsFromContingentPaymentObligation,,,,2819000.0
ProceedsFromCurrentBorrowings,,,,610699.0
AcquisitionCostsIncludedInAccountsPayable,,,,59014.0
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,,,0.0
ProceedsFromIssuingOtherEquityInstruments,,,,0.0
LoansObtainedFromRelatedParties,,,,45000000.0
ReimbursementOfDividends,,,,
ProceedsFromIssuanceOfSeriesDConvertiblePreferredStock,,,,0.0
ContributionsOfNoncontrolingShareholders,,,,-51000.0
CashReceiptsFromRepaymentOfAdvancesAndLoansMadeToRelatedParties,,,,
DividendsStock,,,,146611.0
ProceedsFromStockOptionsAndWarrantsExercised,,,,5214000.0
FinanceLeaseObligationsIncurredToObtainRouAssets,,,,0.0
CashAdvancesAndLoansMadeToRelatedParties1,,,,28000000.0
ObtentionPaymentOfShortTermLoansNet,,,,-709000000.0
OperatingLeaseObligationsIncurredToObtainRouAssets,,,,0.0
SharesIssuedInConnectionWithInLicensingAgreementsValue,,,,4000000.0
ShorttermLoansNet,,,,35468000.0
ProceedsFromAtTheMarketOfferingTransactions,,,,102000.0
ContributionOfOverridingRoyaltyInterest,,,,0.0
PreferredStockConvertedToCommonStock,,,,0.0
ProceedsFromExerciseOfWarrantsAssociatedWithSeriesAPreferredStock,,,,0.0
RepurchaseOfOwnShares,,,,1248000000.0
IssuanceOfCapitalInSubsidiaries,,,,1748000000.0
RepurchaseOfBondsNotesAndDebentures,,,,5801000000.0
NetProceedsFromMarketAgreement,,,,38000.0
CapitalDistributionToNoncontrollingInterestInSubsidiaries,,,,
PreferredStockIssuedDuringPeriodValueShareBasedCompensation,,,,0.0
SharedIssuedForAcquisition,,,,62000.0
PlantPropertyEquipmentPurchasesIncludedInAccountsPayable,,,,0.0
ExchangeOfRelatedPartyIndebtednessForSeriesPreferredStock,,,,0.0
ConversionOfCommonSharesToSeriesPreferredShares,,,,0.0
InflationAdjustments,,,,-16000000.0
AcquisitionOfNonControllingInterestInSubsidiaries,,,,1143000000.0
AcquisitionOfNoncontrollingInterestInSubsidiaries,,,,5038000000.0
ProceedsFromSaleOfNonControllingInterestInSubsidiaries,,,,4845000000.0
IssuanceOfCapitalFromSubsidiaries,,,,-135000000.0
PurchaseOfAssetsWithSharesOfCommonStock,,,,21565782.0
StockIssuedDuringPeriodValueIssuedForTechnology,,,,0.0
StockIssuedDuringPeriodValueIssuedForPrepaidExpenses,,,,479250.0
ProceedsFromSalesOfNoncontrollingInterestInSubsidiaries,,,,4851000000.0
CapitalizationOfPatentCosts,,,,0.0
LoansReceivedFromAssociateAndJointVenturesNet,,,,
DividendsPaidToNoncontrollingInterests,,,,2092000000.0
StockAppreciationRightsIssuedForNoncontrollingInterest,,,,1277000.0
StockIssuanceCostsIncludedInCurrentLiabilities,,,,46599.0
BusinessCombinationConsiderationTransferredLiabilitiesIncurred,,,,0.0
AcquisitionOfDerivativeFinancialInstruments,,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssuedForServices,,,,0.0
RepurchaseOfNonconvertibleNote,,,,
DividendsPaidClassifiedAsFinancingActivities1,,,,
CashlessWarrantExercise,,,,127414.0
OtherWarrantExercise,,,,0.0
ProceedsFromDerivativeFinancialInstruments,,,,143000000.0
PaymentOfDerivativeFinancialInstruments,,,,103000000.0
ConversionOfShortTermNotesPayableToEquity,,,,0.0
ChargeForIssueOfSharesAndOtherEquityInstrumentInSubsidiaries,,,,-1748000000.0
PaymentOfSellerFinancing,,,,157000000.0
ConversionOfConvertiblePromissoryNotesToEquity,,,,0.0
CashFlowsFromUsedInFinancingActivitiesContinuingOperations,,,,-6400000000.0
CashAndCashEquivalentsAtCarryingValueDiscontinuedOperations,,,,91000.0
CashFlowsFromUsedInFinancingActivitiesDiscontinuedOperations,,,,-5480000000.0
IncreaseDecreaseNetCashProvidedByUsedInContinuingOperations,,,,4980000000.0
CommonStockAndPreferredStockIssuedForPrepaidServices,,,,0.0
AccountsPayableAndAccruedEmployeeCompensationConvertedToEquity,,,,36500.0
StockReceivedForPriorPeriodServicesAdjustedForOtherAccountsReceivableWriteDownPriorToReceiptFromDiscontinuedOperation,,,,0.0
CommonStockIssuedPursuantToAssetPurchaseAgreement,,,,0.0
LeaseLiabilityRecordedUponAdoptionOfNewAccountingStandard,,,,-19197202.0
IncreaseDecreaseInCashAndCashEquivalentsDiscontinuedOperations,,,,7769000000.0
ForeignExchangeGainOnCashAndCashEquivalents,,,,4498000000.0
DeferredRentReclassifiedToRightOfUse,,,,1975815.0
AcquisitionOfPropertyAndEquipmentThroughCapitalLeaseArrangement,,,,249100.0
IncreaseInInventoryForSubscriptionPayable,,,,33971.0
CashAndCashEquivalentsClassifiedAsPartOfDisposalGroupHeldForSale,,,,340000000.0
ForeignExchangeGainOnCashAndCashequivalents,,,,17628000000.0
FairValueOfWarrantIssuedForServicesVestedPortion,,,,0.0
PrepaidExpensesDirectlyPaidByRelatedParty,,,,0.0
AcquisitionOfNetAssetsAcquiredNetOfPurchasePriceAdjustmentsNote4,,,,0.0
