,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q4,2019q1,2019q2,2019q3,2019q4,2020q2,2020q3
AccountsPayableSettledWithIssuanceOfCommonStockAtFivePerShare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,
SubscriptionFundsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93500.0,0.0,,,93500.0,0.0,,,,,,,,
ConvertibleNotesAndAccruedInterestConvertedIntoSharesOfCommonStockAtSixFourPerShare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,160027.0,0.0,,,,,,,,,
StockBasedCompensationRecognizedFromPrepaidExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38150.0,9537.0,19075.0,19075.0,19076.0,19076.0,19075.0,,,,,,,
SharesIssuedForServicesInAccountsPayableAndAccruedLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17000.0,,,,,,,,
CommonStockIssuedForAccountsPayable,,,,,,,,,,,,,0.0,,,60000.0,,,,,,,,,,,,,,,,,,8166.0,8166.0,8166.0,,,,,,,
PaymentsForProceedsFromPreviousAcquisition,,,,,,,,,,,,,327000.0,0.0,233000.0,0.0,0.0,1074000.0,-201028.0,0.0,1074000.0,0.0,0.0,-201028.0,0.0,253000.0,204000.0,,0.0,0.0,800000.0,0.0,10000.0,0.0,204000.0,269000.0,0.0,4399000.0,,,,,
DetachableWarrantsIssuedWithConvertibleNotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,12000.0,0.0,,,,,,,,,
ProceedsFromNonControllingInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335490.0,,1335490.0,0.0,,,,,,
PreferredStockIssuedForDebtSettlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,757347.0,,,,,,,
DerivativeLiabilityReClassedToAdditionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,200856.0,,2312157.0,36147.0,261331.0,302262.0,768175.0,372939.0,702613.0,1113903.0,,,,,,,
InterestReceived,,,,,,,,,,,,,131058.0,2886.0,,6909.0,19850.0,79.0,79615.0,16056.0,57325.0,151510.0,,79615.0,41269.0,94186.0,,72823.0,5352.0,26044.0,,,,70.0,,47188.0,70.0,,369.0,,,,
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,,,,,,,,,,,,,,,,,,,3277891.0,17954910.0,3277891.0,1214490.0,3277891.0,-5657.0,,,,-5657.0,,8969.0,0.0,-5657.0,8578.0,8578.0,1142000.0,0.0,,1142000.0,-1827.0,9351.0,,1827.0,
DebtDiscountOnConvertibleNoteAndWarrants,,,,,,,,,,,,,,,,,,,,,,,,,,,155231.0,,901327.0,804019.0,1266294.0,2218019.0,2849867.0,804019.0,1266294.0,656785.0,,,,,,,
TransfersFromAdvancesToSuppliersToInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,316591.0,321013.0,,,,,,,
TransfersFromDepositsToPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1839603.0,0.0,2033664.0,,,,,,,
TransferOfConstructionInProgressToPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,,,,,,,3391846.0,,22944570.0,,12150057.0,,0.0,0.0,333272.0,602109.0,,1560897.0,7236709.0,,,,,,
InitialDerivativeLiabilityOnNoteIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,701073.0,,836980.0,414024.0,701073.0,4447289.0,5290360.0,1003702.0,1525435.0,1148235.0,,,,,,,
ConversionOfLoansToSharesOfCommonStockAndWarrants,,,,,,,,,,,,,,,,,,,,,0.0,,,,370772.0,370772.0,631000.0,973.0,1028.0,0.0,0.0,0.0,0.0,1028000.0,1277000.0,0.0,106000.0,7511000.0,0.0,,7511000.0,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,,,,,90000.0,-6000.0,,,41000.0,-457000.0,,-69109.0,30283.0,-23604.0,3161226.0,56000.0,-10000.0,-107000.0,151000.0,-21000.0,-66000.0,-173013.0,-131787.0,37000.0,-24000.0,-122582.0,-540264.0,-1046039.0,-205007.0,329000.0,68000.0,365574.0,-44000.0,52000.0,29000.0,50000.0,-9000.0,-16000.0,-8000.0
CommonStockReturnedToAuthorizedAndUnissuedStatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73533.0,0.0,,,0.0,-73533.0,,,,,,,,,
InterestReclassedToConvertibleNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1540.0,137883.0,5680.0,158778.0,0.0,137883.0,0.0,,,,,,,
ReclassificationOfRedeemableCommonStockToEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,21458.0,0.0,21458.0,21458000.0,21458000.0,21458000.0,0.0,,,,,,,,,
AccountsReceivableOffsetWithAccountsPayableUponExecutionOfTriPartyAgreements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3076804.0,4822587.0,0.0,2097952.0,1468990.0,1994213.0,1507132.0,,,,,,,
CommonStockConvertedToPreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,8118.0,27348.0,,,,,,,,
LoanFromRelatedPartyForTheConstructionOfAFacility,,,,,,,,,,,,,,,,,,,,,,494797.0,495474.0,493363.0,,483876.0,495474.0,475849.0,492932.0,483876.0,452141.0,475849.0,473566.0,457690.0,479985.0,449092.0,,,,,,,
PreferredStockConvertedToCommonStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,818.0,,,,,,,,
CancellationOfCapitalLeaseObligationRecordedAsCapitalContribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,
Cashandcashequivalentsdiscopsatcarryingvalue,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288000.0,2170000.0,2170000.0,,0.0,0.0,1707000.0,,,,,,,,,
RentContributedByShareholders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,3000.0,6000.0,,,,,,,
ReturnAndCancellationOfCommonStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,500.0,0.0,,,,,,,,
GainOnSaleOfPumpDivisionToRelatedParty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52291.0,52291.0,52291.0,,,,,,,,,
OperatingExpensePaidByRelatedParties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86051.0,14088.0,0.0,,41646.0,64460.0,,,,,,
LiabilitiesAssumedInConnectionWithPurchaseOfPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,,,,,,,,,2279021.0,6381.0,31949.0,0.0,,6381.0,31949.0,482269.0,,6396.0,107581.0,,,,,,
LiabilitiesReleasedUponSaleOfPumpDivision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402291.0,402291.0,402291.0,402291.0,,,,,,,,
DebtDiscountDueToDerivativeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,145375.0,247550.0,268694.0,0.0,145375.0,247550.0,268694.0,286366.0,,,,,,,,
Dividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1700000.0,-1700000.0,7573000.0,1700000.0,1700000.0,,,
CommonStockIssuedForDebtConversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,72270.0,,,45318.0,21000.0,,,,,,,,
ReclassOfConversionOptionFromEquityToDerivativeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6175.0,0.0,6175.0,6175.0,0.0,0.0,6175.0,,,,,,,,
DerivativeLiabilityExtinguishedOnConversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112468.0,163487.0,,,122468.0,45585.0,55938.0,,,,,,,
InterestPaidCapitalized,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WriteOffOfWebsiteDevelopmentCosts,,,,,,,,,,,,0.0,5485.0,0.0,5485.0,0.0,0.0,0.0,15000.0,15000.0,0.0,,,,,,,,,,,,,,,,,,,,,,
ContributedServices,,,,,,,,,,0.0,,0.0,-50.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
ImpairmentOfLeasehold,,,,,,,,,,0.0,,-25560.0,,,,-24491.0,,,,-25560.0,,,,5097000.0,,,,22234.0,,,,-22234.0,,,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,,,,,,,,-222.0,,-26180000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonSharesIssuedForSettlementOfMiningExpenses,,,,,,,,,,,,740000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockIssuedForFindersFees,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestAccruedOnConvertibleNotes,,,,,,,,,,,,1048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockBasedCompensationToOfficers,,,,,,,,,,,,129643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShareBasedGoodsAndNonemployeeServicesTransactionExpense,,,,,,,,,,,,315000.0,315000.0,346673.0,844423.0,844423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
SharesIssuedForMineralPropertyAcquisition,,,,,,,,,,,,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DerivativeLossOnDerivative,,,,,,,,,,,,1241992.0,-832845.0,-4028897.0,,,,858391.0,113647.0,,,,,,,,,,,,,,,,,,,,,,,,
FinancialServicesCosts,,,,,,,,,,1085.0,,563.0,,,,,,,,,,,,,,29500.0,,,,,,,,,,,,,,,,,
InterestExpenseRelatedParty,,,,,,,,,,,,10320.0,125000.0,,235183.0,100000.0,244899.0,88757.0,13020.0,300136.0,6718.0,101776.0,190000.0,67000.0,23000.0,149000.0,,241856.0,2180.0,89421.0,,,,,,135421.0,,,,,,,
NonCashCommunications,,,,,,,,,28000.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockBasedCompensationToOutsideDirectors,,,,,,,,,,,,7500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InKindContributionServices,,,,,,,,,72000.0,72000.0,,72000.0,36000.0,72000.0,,72000.0,72000.0,54000.0,72000.0,72000.0,36000.0,72000.0,,,,,,,,,,,,,,,,,,,,,
StockIssuedDuringPeriodValueOther,,,,,,,,,,,,100000.0,100000.0,-1107886.0,,110450.0,0.0,-43886.0,,667190.0,,,,,,,,,,,,,,,,,,,,,,,
StockBasedCompensationRelatedToOptionsGrantedToConsultant,,,,,,,,,,,,10253.0,,122513.0,0.0,294871.0,429659.0,122513.0,558367.0,242055.0,779073.0,242161.0,,,,,,,,,,,,,,,,,,,,,
LossOnDisposalOfEquipment,,,,,,,,,,,,-112.0,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestAccruedOnPromissoryNotes,,,,,,,,,,,,12799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObligationToIssueForMineralPropertyAcquisition,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockIssuedDuringPeriodValueIssuedForNoncashConsiderations,,,,,,,,,,,,-48750.0,-48750.0,-48750.0,,8500.0,,8500.0,316000.0,,,,,,,,,,,,,,,,,,,,,,,,
SalesAllowancesGoods,,,,,,,,,,145655.0,,-898.0,-899.0,-899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NoncashProjectAbandonmentCosts,,,,,,,,,,,,0.0,,,,-108960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonCashConsultingFees,,,,,,,,,,2478554.0,,2478554.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeneficialConversionOfAmountsDueToRelatedParty,,,,,,,,,,,,35833.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ImputedInterestOnLoans,,,,,,,,,124452.0,133884.0,,143855.0,906.0,906.0,,144391.0,144391.0,0.0,144391.0,144391.0,,,,,,,,,,,,,,,,,,,,,,,
InterestExpnseOther,,,,,,,,,,,,27694.0,13580.0,23696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpenseOnBeneficialConversionFeatureRelatedToSeniorSecuredConvDeb,,,,,,,,,,,,126607.0,126607.0,126607.0,,126607.0,0.0,126607.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
WriteDownOfAccruedLiability,,,,,,,,,,,,124008.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SharesIssuedForDebt,,,,,,,,,,,,23306.0,,,,,,15000.0,,,,,,632376.0,,,,,,,,,,,,,,,,,,,
SharesIssuedToAcquireMineralProperties,,,,,,,,,,,,3500.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
SharesIssuedInPaymentOfBonus,,,,,,,,,,,,0.0,,,,0.0,,,,52160.0,,,,,,,,,,,,,,,,,,,,,,,
ReparationCharges,,,,,,,,,,,,0.0,0.0,8264264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GainLossOnDispositionOfProperty,,,,,,,,,,,,0.0,-3824000.0,0.0,3250.0,356488.0,,,3201000.0,,,,,,,,,,,,,,,,,,,,,,,,
NonCashInterest,,,,,,,,,,,,0.0,,,,0.0,,,,32697.0,,,,0.0,,,,,,,,,,,,,,,,,,,
DerivativeValueAndDebtDiscountCharges,,,,,,,,,,,,-988640.0,-1883669.0,1725104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInNotesReceivableCurrent,,,,,,,,,,,,0.0,,,,,,,,,,-7316.0,-28313.0,-28193.0,,-7316.0,-28313.0,-1460.0,-26656.0,-571.0,0.0,0.0,0.0,,0.0,,,,,,,,
LossOnConversionOfDebt,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockIssuedInPaymentOfAccruedInterestPayableOn8ConvertibleDebentures,,,,,,,,,,,,490572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DonatedServices,,,,,,,,,,13000.0,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGain,,,,,,,,,5816694.0,,,1538242.0,46387.0,,,28681.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
ForeignExchangeGainLossOnDissolutionOfSubsidiaries,,,,,,,,,,,,34383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DonatedRent,,,,,,,,,,,,5332.0,1333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NonCashLegalFees,,,,,,,,,,25000.0,,25000.0,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EmployeeBenefitsAndShareBasedCompensation,,,,,,,,,71407.0,142052.0,,594102.0,0.0,54000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquityMethodInvestmentSoldCarryingAmount,,,,,,,,,,,,403940.0,-136000.0,0.0,1375705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GainsLossesOnRestructuringOfDebt,,,,,,,,,0.0,0.0,,15833.0,-71996.0,0.0,0.0,15833.0,15833.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MarketingAndAdvertisingExpense,,,,,,,,,6628.0,31382.0,,155800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInDueToAndFromRelatedParties,,,,,,,,,,,,109309.0,,,,626933.0,,,,5540844.0,,,,,,,,,,,,,,,,311233.0,,,311233.0,,,,
IncreaseDecreaseIncreaseDecreaseInBankOverdraft,,,,,,,,,,,,93829.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncentiveAndInterestPaidOnPrepaymentOfDebt,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
ExtinguishmentOfDebtGainLossNetOfTax,,,,,,,,,,,,0.0,,221292.0,0.0,0.0,,0.0,32871.0,2621982.0,,10909.0,55169.0,,,0.0,0.0,,,,,,,,,,,,,,,,
IncreaseDecreaseInWorkersCompensationLiabilities,,,,,,,,,,,,0.0,39151.0,262513.0,,1055980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaidInKindInterest,,,,,,,,,18088.0,,,1180886.0,0.0,1180886.0,,1180886.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,5909198.0,0.0,,,,5485000.0,,,4517000.0,146761.0,,,,
GainLossConversionOfDebt,,,,,,,,,,-620788.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SettlementOfDebtByDirector,,,,,,,,,,,,19113.0,19113.0,19113.0,,0.0,0.0,19113.0,0.0,19113.0,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccruedPetroleumRevenues,,,,,,,,,-23054.0,,,-45821.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtInstrumentIncreaseDecreaseForPeriodNet,,,,,,,,,0.0,0.0,,61316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashReceivedFromOptionsGrantedOnMineralPropertiesOperating,,,,,,,,,,,,-497423.0,-497423.0,-497423.0,-497423.0,-497423.0,0.0,0.0,0.0,497423.0,0.0,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,,,,,,,,,,1398544.0,3769766.0,0.0,,,2206.0,922.0,4272.0,638.0,4272.0,1922.0,,,,,-6344.0,126623.0,,,,,,,,,,,,,,,
RecoveryOfMineralPropertyCostsForStockNotIssuable,,,,,,,,,,,,0.0,2253000.0,0.0,0.0,2253000.0,0.0,2253000.0,2253000.0,2253000.0,0.0,2253000.0,0.0,,,,,,,,,,,,,,,,,,,,
IncreaseInValueOfWarrantsDueToAmendmentOfTerm,,,,,,,,,195671.0,195671.0,,195671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LossOnModificationOfDebt,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TerminationFees,,,,,,,,,-792000.0,0.0,,-792000.0,-792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExtensionOfWarrantsForResearchAndDevelopmentExpenses,,,,,,,,,,,,80200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeferredRevenuePeriodIncreaseDecrease,,,,,,,,,105491.0,0.0,,5296.0,110787.0,-244181.0,-62939.0,0.0,-189571.0,110787.0,-333612.0,-173976.0,110787.0,,-87059.0,0.0,,,,,,,,,,,,,,,,,,,
WriteOffOfExplorationAdvances,,,,,,,,,37558.0,0.0,,0.0,0.0,0.0,,37558.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseValueAddedTaxPayable,,,,,,,,,,,,1443732.0,-621263.0,2423995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseSalesReturnsAndAllowances,,,,,,,,,,,,2313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseOther,,,,,,,,,,,,0.0,-894035.0,-894035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForgivenessOfShareholderDebt,,,,,,,,,,,,3840.0,0.0,0.0,,5817.0,,5817.0,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsForLegalSettlements,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,,,,,,,,,,10000.0,11378.0,23982.0,499043.0,10000.0,232638.0,97476.0,42362.0,185028.0,0.0,113681.0,156636.0,185028.0,34205.0,26533.0,42557.0,,12077.0,51275.0,79937.0,,110279.0,,-583000.0,-18000.0,0.0,-532000.0,-18000.0,-680000.0,-379000.0,,
IncreaseDecreaseInDeferredCompensation,,,,,,,,,,,,-15000.0,,-143425.0,0.0,0.0,,-143425.0,-80822.0,-68630.0,0.0,0.0,175205.0,0.0,66666.0,170369.0,2009.0,170369.0,,,,,,,,,,80000.0,20000.0,40000.0,60000.0,20000.0,40000.0
ProceedsFromSaleOfIntangibleAssets,,,,,,,,,,0.0,,150000.0,650000.0,650000.0,64900.0,64900.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,90000.0,146700.0,146700.0,,146700.0
ProceedsFromSaleOfNotesReceivable,,,,,,,,,,,,-887078.0,-222640.0,-112975.0,,,,350000.0,,350000.0,,,,,,,,,,,,,,,,,,,,,,,
PaymentsForAcquisitionOfSurfaceRightsToMineralProperty,,,,,,,,,,,,0.0,,,,815000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseDueFromOfficersAndStockholders,,,,,,,,,,,,-1734273.0,-75140.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
IncreaseDecreaseInAdvanceMinimumRoyalities,,,,,,,,,,,,13723.0,89098.0,2628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccruedLiquidatedDamages,,,,,,,,,0.0,-110000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SharesIssuedForConsultingServices,,,,,,,,,,,,508785.0,508785.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsForFees,,,,,,,,,,,,0.0,,0.0,7550.0,7550.0,,,98050.0,7550.0,,,0.0,80000.0,,,,,,,,,,,,,,,,,,,
ProceedsFromPaymentsToAcquireOilAndGasProperty,,,,,,,,,129526.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromSaleMaturityAndCollectionOfShorttermInvestments,,,,,,,,,,,,4109097.0,,,,0.0,,,,4109097.0,,,,,,,,,,,,,,,,,,,,,,,
PaymentsForOrganizationCosts,,,,,,,,,750.0,0.0,,750.0,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfRedeemablePreferredStock,,,,,,,,,,,,1000000.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
CommonStockIssuedForSubscriptionsPayable,,,,,,,,,,,,169960.0,99960.0,169960.0,,169960.0,169960.0,169960.0,99960.0,70000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfSeniorLongTermDebt,,,,,,,,,,,,0.0,400000.0,400000.0,,400000.0,0.0,3341161.0,519567.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
ReclamationBondsPurchased,,,,,,,,,,,,65116.0,58800.0,58800.0,2033500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsForDeferredCosts,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashAcquiredThroughRecapitalization,,,,,,,,,,320.0,,0.0,320.0,320.0,,0.0,320.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
ContributedServices2,,,,,,,,,,0.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromObligationToIssueShares,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DividendsCash,,,,,,,,,-24994.0,0.0,,0.0,-24994.0,-24994.0,,0.0,0.0,-24994.0,,0.0,-24994.0,,,,,,,,,,,,,,,,,,,,,,
PaymentForExplorationAdvances,,,,,,,,,37952.0,37264.0,,0.0,0.0,270919.0,,270919.0,270919.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromLoansPayableShareholders,,,,,,,,,,,,894000.0,297880.0,547094.0,,1731896.0,449836.0,547094.0,,308111.0,669311.0,906671.0,,530445.0,982006.0,906671.0,,757911.0,991641.0,1924433.0,,,,,,2475712.0,,,,,,,
PaymentsForAdvanceToAffiliate,,,,,,,,,38480.0,0.0,,606337.0,0.0,0.0,20000.0,1585.0,0.0,0.0,0.0,4249.0,63344.0,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromPaymentsForLongTermLoansForRelatedParties,,,,,,,,,,,,6360.0,346415.0,,,-4113.0,16093.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1000000.0,-1000000.0,,
ProceedsFromOptionsGrantedOnMineralProperties,,,,,,,,,,,,497423.0,497423.0,0.0,0.0,497423.0,497423.0,-497423.0,497423.0,-497423.0,-497423.0,,,,,,,,,,,,,,,,,,,,,,
RepaymentOfLoanPayableShareholders,,,,,,,,,,,,315200.0,102516.0,568916.0,,764192.0,266274.0,1099822.0,,448992.0,266274.0,426190.0,,155066.0,335498.0,426190.0,,525035.0,437021.0,1483494.0,,,,,,1330206.0,,,,,,,
AcquisitionOfAvailableForSaleSecurities,,,,,,,,,,,,948000.0,948000.0,,,,948000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
OptionPaymentToAmendRoyalty,,,,,,,,,,,,-150000.0,-175000.0,-200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RepaymentsOfNotePayableRelatedParty,,,,,,,,,,,,516359.0,133250.0,931419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StockIssuedForStockPayable,,,,,,,,,,,,2160500.0,2160500.0,2160500.0,,,0.0,3895000.0,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherLoans,,,,,,,,,0.0,-79442.0,,-40013.0,-40000.0,36606.0,,17909.0,,,0.0,-56945.0,0.0,,-35802569.0,0.0,,,-1207894.0,,,,,,,,,,,,,,,,
ProceedsFromSaleAndMaturityOfTradingSecuritiesHeldforinvestment,,,,,,,,,,,,116195.0,,116195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromSharesSubscribed,,,,,,,,,,,,0.0,,,,104380.0,,28500.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
PaymentsToAcquireEquipmentOnLease,,,,,,,,,116434.0,24821.0,,120569.0,,,,0.0,999398.0,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromInsuranceClaimOnEquipment,,,,,,,,,,,,52.0,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromCollectionOfNotesReceivable,,,,,,,,,,,,1403500.0,0.0,2975.0,2975.0,18032672.0,23123103.0,310674.0,311844.0,44117.0,0.0,310674.0,29603171.0,2584147.0,4145502.0,29344951.0,127226115.0,2430657.0,25957.0,44540.0,25345.0,,,,,,,,,,,,
ProceedsFromInterestReceived,,,,,,,,,,,,-5066.0,,,,2395000.0,,,,8104000.0,14703000.0,4163000.0,0.0,11940000.0,0.0,0.0,3577000.0,0.0,14703000.0,,,4900.0,,,,,,,,,,,
PaymentsForDeferredOfferingCosts,,,,,,,,,,31904.0,,31904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockIssuedForTheConversionOfDemandPromissoryNotes,,,,,,,,,,,,905000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestIncomeExpenseNet,,,,,,,,,,16680.0,,0.0,194701.0,-45.0,,42407.0,13725.0,1886.0,,4359.0,0.0,,,,,,,,,,,,,,,,,,,,,,
